"","temp","origin","date","mean_temp"
"12408",28.94,"JFK",2013-02-02,28.94
"12409",30.02,"JFK",2013-02-05,30.02
"12410",33.98,"LGA",2013-11-20,33.98
"12411",33.8,"EWR",2013-01-28,33.8
"12412",64.94,"JFK",2013-10-12,64.94
"12413",32,"LGA",2013-01-21,32
"12414",84.02,"LGA",2013-05-31,84.02
"12415",78.08,"EWR",2013-09-20,78.08
"12416",55.04,"JFK",2013-04-01,55.04
"12417",71.06,"LGA",2013-08-14,71.06
"12418",62.06,"LGA",2013-09-17,62.06
"12419",28.04,"JFK",2013-02-03,28.04
"12420",39.92,"LGA",2013-01-17,39.92
"12421",71.96,"JFK",2013-06-30,71.96
"12422",26.96,"JFK",2013-12-14,26.96
"12423",33.8,"EWR",2013-12-09,33.8
"12424",42.08,"EWR",2013-02-11,42.08
"12425",68,"JFK",2013-10-06,68
"12426",41,"EWR",2013-11-27,41
"12427",71.6,"JFK",2013-06-03,71.6
"12428",33.98,"EWR",2013-02-10,33.98
"12429",41,"EWR",2013-02-23,41
"12430",62.96,"LGA",2013-09-29,62.96
"12431",66.2,"LGA",2013-05-06,66.2
"12432",19.94,"JFK",2013-12-25,19.94
"12433",91.04,"EWR",2013-07-05,91.04
"12434",57.92,"EWR",2013-05-05,57.92
"12435",57.2,"EWR",2013-05-28,57.2
"12436",44.96,"EWR",2013-11-14,44.96
"12437",71.06,"EWR",2013-04-17,71.06
"12438",51.08,"JFK",2013-10-29,51.08
"12439",51.98,"LGA",2013-11-11,51.98
"12440",69.08,"EWR",2013-09-09,69.08
"12441",80.06,"EWR",2013-07-16,80.06
"12442",73.04,"JFK",2013-08-08,73.04
"12443",50,"EWR",2013-01-09,50
"12444",62.96,"EWR",2013-10-10,62.96
"12445",66.02,"JFK",2013-06-02,66.02
"12446",68,"LGA",2013-05-17,68
"12447",24.08,"LGA",2013-12-12,24.08
"12448",86,"EWR",2013-07-21,86
"12449",42.98,"LGA",2013-12-19,42.98
"12450",48.92,"LGA",2013-04-22,48.92
"12451",64.04,"EWR",2013-05-02,64.04
"12452",48.02,"JFK",2013-03-28,48.02
"12453",28.04,"EWR",2013-02-04,28.04
"12454",53.06,"EWR",2013-11-05,53.06
"12455",66.92,"JFK",2013-09-23,66.92
"12456",64.4,"JFK",2013-05-23,64.4
"12457",77,"LGA",2013-10-03,77
"12458",75.02,"EWR",2013-06-03,75.02
"12459",35.96,"LGA",2013-02-18,35.96
"12460",53.06,"LGA",2013-12-28,53.06
"12461",48.92,"LGA",2013-04-21,48.92
"12462",42.98,"EWR",2013-02-14,42.98
"12463",55.4,"JFK",2013-04-11,55.4
"12464",57.02,"JFK",2013-04-14,57.02
"12465",73.04,"LGA",2013-08-07,73.04
"12466",64.4,"JFK",2013-06-03,64.4
"12467",51.98,"LGA",2013-09-24,51.98
"12468",46.94,"EWR",2013-03-11,46.94
"12469",26.96,"LGA",2013-11-24,26.96
"12470",73.04,"EWR",2013-08-03,73.04
"12471",73.94,"LGA",2013-05-16,73.94
"12472",78.98,"LGA",2013-08-11,78.98
"12473",46.04,"LGA",2013-03-28,46.04
"12474",39.02,"EWR",2013-01-08,39.02
"12475",26.96,"LGA",2013-12-11,26.96
"12476",35.06,"EWR",2013-02-06,35.06
"12477",66.92,"LGA",2013-10-17,66.92
"12478",37.94,"JFK",2013-02-23,37.94
"12479",39.92,"JFK",2013-03-22,39.92
"12480",68,"JFK",2013-10-07,68
"12481",37.94,"JFK",2013-03-10,37.94
"12482",44.6,"EWR",2013-04-12,44.6
"12483",80.96,"LGA",2013-08-27,80.96
"12484",55.94,"EWR",2013-10-29,55.94
"12485",78.8,"JFK",2013-07-22,78.8
"12486",62.06,"JFK",2013-10-19,62.06
"12487",44.96,"JFK",2013-03-20,44.96
"12488",48.92,"LGA",2013-03-27,48.92
"12489",39.02,"EWR",2013-01-08,39.02
"12490",28.04,"JFK",2013-02-17,28.04
"12491",60.08,"LGA",2013-04-30,60.08
"12492",30.92,"JFK",2013-01-21,30.92
"12493",37.04,"JFK",2013-03-10,37.04
"12494",50,"JFK",2013-03-12,50
"12495",37.94,"EWR",2013-03-17,37.94
"12496",39.92,"JFK",2013-02-12,39.92
"12497",73.94,"JFK",2013-08-27,73.94
"12498",62.06,"LGA",2013-05-06,62.06
"12499",35.06,"EWR",2013-01-31,35.06
"12500",53.06,"EWR",2013-11-11,53.06
"12501",62.96,"LGA",2013-10-20,62.96
"12502",46.94,"JFK",2013-10-30,46.94
"12503",80.96,"EWR",2013-06-11,80.96
"12504",77,"JFK",2013-09-02,77
"12505",50,"LGA",2013-03-13,50
"12506",35.6,"EWR",2013-12-10,35.6
"12507",68,"JFK",2013-10-03,68
"12508",68,"LGA",2013-07-25,68
"12509",78.98,"LGA",2013-09-08,78.98
"12510",28.94,"LGA",2013-12-16,28.94
"12511",46.94,"EWR",2013-03-15,46.94
"12512",37.04,"LGA",2013-01-15,37.04
"12513",86,"JFK",2013-07-07,86
"12514",71.06,"JFK",2013-06-19,71.06
"12515",91.94,"EWR",2013-07-17,91.94
"12516",35.06,"LGA",2013-12-26,35.06
"12517",28.94,"LGA",2013-01-03,28.94
"12518",64.04,"JFK",2013-09-07,64.04
"12519",96.08,"LGA",2013-07-19,96.08
"12520",78.08,"JFK",2013-07-23,78.08
"12521",78.98,"LGA",2013-08-04,78.98
"12522",30.92,"LGA",2013-02-20,30.92
"12523",64.94,"EWR",2013-05-12,64.94
"12524",66.92,"EWR",2013-11-02,66.92
"12525",77,"JFK",2013-07-11,77
"12526",91.04,"LGA",2013-07-07,91.04
"12527",33.98,"JFK",2013-11-20,33.98
"12528",82.04,"LGA",2013-06-16,82.04
"12529",73.94,"LGA",2013-05-16,73.94
"12530",37.94,"LGA",2013-11-23,37.94
"12531",55.94,"JFK",2013-10-13,55.94
"12532",71.06,"LGA",2013-04-09,71.06
"12533",64.94,"EWR",2013-06-10,64.94
"12534",33.98,"LGA",2013-01-28,33.98
"12535",87.08,"LGA",2013-06-28,87.08
"12536",37.94,"JFK",2013-12-24,37.94
"12537",62.96,"EWR",2013-09-16,62.96
"12538",64.94,"LGA",2013-05-10,64.94
"12539",39.02,"LGA",2013-12-07,39.02
"12540",77,"LGA",2013-09-03,77
"12541",60.98,"LGA",2013-09-29,60.98
"12542",35.96,"LGA",2013-12-09,35.96
"12543",50,"EWR",2013-05-13,50
"12544",68,"JFK",2013-09-05,68
"12545",44.96,"LGA",2013-03-24,44.96
"12546",51.8,"EWR",2013-04-11,51.8
"12547",48.92,"LGA",2013-11-03,48.92
"12548",44.06,"LGA",2013-02-12,44.06
"12549",39.92,"LGA",2013-11-09,39.92
"12550",60.08,"EWR",2013-09-18,60.08
"12551",42.08,"LGA",2013-03-15,42.08
"12552",80.06,"EWR",2013-06-30,80.06
"12553",77,"EWR",2013-09-01,77
"12554",51.98,"JFK",2013-03-30,51.98
"12555",78.8,"LGA",2013-06-30,78.8
"12556",48.92,"JFK",2013-03-26,48.92
"12557",37.94,"EWR",2013-03-14,37.94
"12558",91.04,"EWR",2013-06-01,91.04
"12559",46.94,"LGA",2013-11-11,46.94
"12560",53.6,"EWR",2013-04-18,53.6
"12561",71.6,"JFK",2013-07-12,71.6
"12562",37.94,"EWR",2013-04-21,37.94
"12563",82.04,"EWR",2013-07-30,82.04
"12564",35.06,"JFK",2013-11-25,35.06
"12565",30.92,"JFK",2013-02-05,30.92
"12566",39.02,"EWR",2013-03-10,39.02
"12567",53.06,"JFK",2013-04-29,53.06
"12568",75.92,"LGA",2013-09-05,75.92
"12569",64.04,"LGA",2013-09-26,64.04
"12570",69.98,"EWR",2013-08-14,69.98
"12571",23,"JFK",2013-01-24,23
"12572",50,"EWR",2013-10-22,50
"12573",75.92,"JFK",2013-07-22,75.92
"12574",75.92,"LGA",2013-07-30,75.92
"12575",32,"LGA",2013-11-20,32
"12576",57.02,"EWR",2013-04-20,57.02
"12577",51.98,"JFK",2013-04-15,51.98
"12578",75.92,"LGA",2013-08-21,75.92
"12579",42.08,"EWR",2013-01-11,42.08
"12580",87.08,"EWR",2013-07-04,87.08
"12581",73.94,"JFK",2013-09-20,73.94
"12582",80.96,"EWR",2013-08-12,80.96
"12583",32,"EWR",2013-03-02,32
"12584",35.96,"JFK",2013-12-26,35.96
"12585",37.94,"EWR",2013-12-09,37.94
"12586",33.08,"JFK",2013-03-24,33.08
"12587",62.06,"LGA",2013-10-21,62.06
"12588",32,"LGA",2013-02-06,32
"12589",48.92,"JFK",2013-01-30,48.92
"12590",28.94,"EWR",2013-11-13,28.94
"12591",73.04,"JFK",2013-08-27,73.04
"12592",68,"EWR",2013-11-01,68
"12593",33.98,"EWR",2013-03-21,33.98
"12594",62.96,"EWR",2013-12-22,62.96
"12595",48.92,"EWR",2013-04-01,48.92
"12596",71.96,"EWR",2013-08-27,71.96
"12597",57.02,"EWR",2013-05-19,57.02
"12598",80.06,"EWR",2013-06-11,80.06
"12599",44.06,"JFK",2013-03-01,44.06
"12600",75.92,"JFK",2013-08-31,75.92
"12601",41,"JFK",2013-01-07,41
"12602",60.98,"EWR",2013-10-10,60.98
"12603",48.02,"EWR",2013-05-05,48.02
"12604",80.96,"JFK",2013-08-20,80.96
"12605",14,"JFK",2013-01-22,14
"12606",32,"EWR",2013-01-21,32
"12607",80.96,"JFK",2013-07-17,80.96
"12608",44.06,"JFK",2013-11-08,44.06
"12609",51.98,"LGA",2013-11-14,51.98
"12610",48.02,"JFK",2013-04-06,48.02
"12611",37.94,"EWR",2013-12-09,37.94
"12612",80.06,"EWR",2013-05-16,80.06
"12613",75.02,"LGA",2013-08-13,75.02
"12614",87.08,"EWR",2013-05-30,87.08
"12615",62.06,"LGA",2013-10-11,62.06
"12616",26.96,"LGA",2013-12-16,26.96
"12617",42.98,"EWR",2013-04-12,42.98
"12618",50,"JFK",2013-04-16,50
"12619",84.92,"JFK",2013-09-08,84.92
"12620",44.06,"EWR",2013-12-02,44.06
"12621",53.96,"LGA",2013-10-23,53.96
"12622",30.02,"EWR",2013-11-13,30.02
"12623",78.98,"EWR",2013-07-31,78.98
"12624",71.96,"EWR",2013-08-23,71.96
"12625",59,"EWR",2013-12-05,59
"12626",44.06,"EWR",2013-04-13,44.06
"12627",35.96,"EWR",2013-03-17,35.96
"12628",75.92,"EWR",2013-09-03,75.92
"12629",89.06,"LGA",2013-07-07,89.06
"12630",55.94,"JFK",2013-04-26,55.94
"12631",75.92,"LGA",2013-08-03,75.92
"12632",60.98,"LGA",2013-04-17,60.98
"12633",33.08,"JFK",2013-03-20,33.08
"12634",73.04,"JFK",2013-06-16,73.04
"12635",75.92,"LGA",2013-08-07,75.92
"12636",55.04,"JFK",2013-04-29,55.04
"12637",51.08,"EWR",2013-03-12,51.08
"12638",69.98,"JFK",2013-06-30,69.98
"12639",80.06,"EWR",2013-06-23,80.06
"12640",69.98,"JFK",2013-09-07,69.98
"12641",62.06,"LGA",2013-10-21,62.06
"12642",42.98,"EWR",2013-03-11,42.98
"12643",64.04,"EWR",2013-06-04,64.04
"12644",77,"LGA",2013-06-27,77
"12645",66.02,"LGA",2013-10-08,66.02
"12646",64.94,"EWR",2013-10-13,64.94
"12647",33.98,"LGA",2013-11-29,33.98
"12648",73.94,"JFK",2013-06-16,73.94
"12649",33.98,"EWR",2013-03-02,33.98
"12650",66.92,"LGA",2013-05-07,66.92
"12651",66.92,"JFK",2013-09-07,66.92
"12652",93.92,"LGA",2013-07-17,93.92
"12653",35.6,"JFK",2013-03-07,35.6
"12654",33.08,"JFK",2013-03-16,33.08
"12655",37.04,"JFK",2013-03-25,37.04
"12656",66.02,"JFK",2013-11-01,66.02
"12657",64.04,"JFK",2013-08-16,64.04
"12658",77,"EWR",2013-08-19,77
"12659",71.96,"EWR",2013-10-17,71.96
"12660",71.06,"EWR",2013-10-17,71.06
"12661",48.02,"EWR",2013-03-27,48.02
"12662",59,"EWR",2013-10-09,59
"12663",51.08,"EWR",2013-11-10,51.08
"12664",32,"LGA",2013-02-08,32
"12665",57.92,"JFK",2013-05-27,57.92
"12666",42.08,"LGA",2013-12-03,42.08
"12667",71.96,"LGA",2013-06-15,71.96
"12668",80.96,"EWR",2013-10-01,80.96
"12669",53.96,"LGA",2013-11-05,53.96
"12670",37.94,"LGA",2013-12-19,37.94
"12671",46.94,"LGA",2013-04-01,46.94
"12672",48.02,"JFK",2013-01-10,48.02
"12673",71.06,"EWR",2013-07-30,71.06
"12674",39.02,"LGA",2013-11-26,39.02
"12675",44.06,"EWR",2013-11-04,44.06
"12676",57.92,"JFK",2013-11-17,57.92
"12677",57.02,"LGA",2013-11-17,57.02
"12678",39.92,"EWR",2013-03-02,39.92
"12679",33.08,"JFK",2013-02-14,33.08
"12680",59,"LGA",2013-04-24,59
"12681",71.96,"LGA",2013-08-16,71.96
"12682",64.94,"LGA",2013-10-17,64.94
"12683",78.98,"LGA",2013-06-28,78.98
"12684",39.92,"JFK",2013-11-29,39.92
"12685",37.94,"LGA",2013-01-09,37.94
"12686",30.92,"EWR",2013-04-03,30.92
"12687",62.6,"JFK",2013-10-16,62.6
"12688",68,"JFK",2013-09-19,68
"12689",42.08,"LGA",2013-04-03,42.08
"12690",64.04,"JFK",2013-10-18,64.04
"12691",75.02,"JFK",2013-08-14,75.02
"12692",42.98,"LGA",2013-03-19,42.98
"12693",66.92,"JFK",2013-09-15,66.92
"12694",44.96,"JFK",2013-11-04,44.96
"12695",28.94,"LGA",2013-02-02,28.94
"12696",68,"JFK",2013-10-06,68
"12697",39.92,"JFK",2013-10-28,39.92
"12698",32,"LGA",2013-02-07,32
"12699",64.94,"LGA",2013-11-02,64.94
"12700",55.94,"JFK",2013-05-19,55.94
"12701",46.94,"JFK",2013-11-08,46.94
"12702",30.92,"EWR",2013-01-28,30.92
"12703",57.02,"JFK",2013-10-29,57.02
"12704",30.92,"LGA",2013-02-01,30.92
"12705",37.94,"EWR",2013-12-09,37.94
"12706",73.94,"JFK",2013-06-09,73.94
"12707",78.08,"LGA",2013-09-02,78.08
"12708",39.92,"LGA",2013-11-14,39.92
"12709",44.06,"LGA",2013-10-26,44.06
"12710",55.04,"LGA",2013-04-14,55.04
"12711",89.06,"EWR",2013-07-07,89.06
"12712",32,"JFK",2013-01-28,32
"12713",33.08,"JFK",2013-03-18,33.08
"12714",30.92,"EWR",2013-02-05,30.92
"12715",60.08,"JFK",2013-11-10,60.08
"12716",64.04,"JFK",2013-09-06,64.04
"12717",35.06,"EWR",2013-11-25,35.06
"12718",75.02,"LGA",2013-08-13,75.02
"12719",28.94,"LGA",2013-02-09,28.94
"12720",30.02,"LGA",2013-02-05,30.02
"12721",33.98,"LGA",2013-01-27,33.98
"12722",51.98,"JFK",2013-04-08,51.98
"12723",60.08,"LGA",2013-04-05,60.08
"12724",32,"JFK",2013-03-05,32
"12725",84.02,"JFK",2013-07-19,84.02
"12726",71.06,"JFK",2013-05-21,71.06
"12727",33.8,"EWR",2013-01-16,33.8
"12728",60.08,"JFK",2013-10-12,60.08
"12729",78.08,"EWR",2013-09-13,78.08
"12730",39.92,"LGA",2013-02-14,39.92
"12731",69.98,"LGA",2013-08-17,69.98
"12732",78.98,"LGA",2013-07-03,78.98
"12733",64.04,"EWR",2013-07-25,64.04
"12734",50,"EWR",2013-12-05,50
"12735",75.02,"EWR",2013-06-11,75.02
"12736",75.92,"JFK",2013-07-05,75.92
"12737",24.98,"JFK",2013-02-04,24.98
"12738",71.96,"EWR",2013-10-01,71.96
"12739",64.94,"JFK",2013-06-21,64.94
"12740",77,"EWR",2013-06-17,77
"12741",46.94,"JFK",2013-03-15,46.94
"12742",66.02,"JFK",2013-07-25,66.02
"12743",82.04,"JFK",2013-08-04,82.04
"12744",35.96,"LGA",2013-01-16,35.96
"12745",41,"EWR",2013-04-23,41
"12746",66.92,"LGA",2013-11-01,66.92
"12747",35.06,"LGA",2013-03-20,35.06
"12748",80.06,"EWR",2013-10-03,80.06
"12749",91.94,"JFK",2013-07-15,91.94
"12750",62.06,"EWR",2013-10-16,62.06
"12751",21.02,"JFK",2013-01-27,21.02
"12752",77,"EWR",2013-07-13,77
"12753",71.96,"LGA",2013-08-03,71.96
"12754",28.04,"JFK",2013-01-18,28.04
"12755",55.04,"LGA",2013-05-13,55.04
"12756",86,"LGA",2013-07-04,86
"12757",26.6,"EWR",2013-12-14,26.6
"12758",78.08,"LGA",2013-05-30,78.08
"12759",60.08,"JFK",2013-10-13,60.08
"12760",80.06,"EWR",2013-06-18,80.06
"12761",37.04,"EWR",2013-11-26,37.04
"12762",71.96,"JFK",2013-07-27,71.96
"12763",53.96,"EWR",2013-11-14,53.96
"12764",68,"LGA",2013-06-19,68
"12765",30.92,"JFK",2013-12-13,30.92
"12766",66.92,"EWR",2013-06-10,66.92
"12767",42.98,"EWR",2013-03-10,42.98
"12768",37.04,"LGA",2013-11-27,37.04
"12769",64.04,"LGA",2013-10-12,64.04
"12770",64.04,"EWR",2013-09-26,64.04
"12771",41,"JFK",2013-04-04,41
"12772",48.02,"EWR",2013-12-01,48.02
"12773",39.2,"EWR",2013-02-24,39.2
"12774",77,"EWR",2013-08-04,77
"12775",51.98,"JFK",2013-04-18,51.98
"12776",68,"EWR",2013-10-11,68
"12777",60.98,"LGA",2013-04-24,60.98
"12778",35.06,"LGA",2013-03-03,35.06
"12779",53.96,"LGA",2013-03-30,53.96
"12780",42.08,"LGA",2013-04-23,42.08
"12781",71.06,"JFK",2013-09-25,71.06
"12782",39.02,"LGA",2013-02-06,39.02
"12783",66.92,"JFK",2013-06-03,66.92
"12784",41,"EWR",2013-12-30,41
"12785",57.92,"EWR",2013-12-05,57.92
"12786",60.08,"EWR",2013-12-23,60.08
"12787",68,"EWR",2013-10-21,68
"12788",75.2,"LGA",2013-07-28,75.2
"12789",48.92,"JFK",2013-04-16,48.92
"12790",37.94,"JFK",2013-02-22,37.94
"12791",55.94,"LGA",2013-11-22,55.94
"12792",69.98,"EWR",2013-10-15,69.98
"12793",66.2,"EWR",2013-07-25,66.2
"12794",26.96,"LGA",2013-12-25,26.96
"12795",30.92,"JFK",2013-02-10,30.92
"12796",66.02,"JFK",2013-09-19,66.02
"12797",50,"JFK",2013-11-21,50
"12798",28.94,"JFK",2013-01-02,28.94
"12799",39.92,"EWR",2013-12-19,39.92
"12800",91.04,"LGA",2013-06-24,91.04
"12801",62.96,"LGA",2013-11-07,62.96
"12802",26.96,"EWR",2013-12-19,26.96
"12803",64.4,"EWR",2013-05-29,64.4
"12804",44.06,"EWR",2013-04-12,44.06
"12805",51.08,"EWR",2013-04-15,51.08
"12806",91.94,"EWR",2013-07-05,91.94
"12807",60.8,"LGA",2013-11-17,60.8
"12808",80.96,"EWR",2013-09-12,80.96
"12809",60.08,"EWR",2013-04-25,60.08
"12810",68,"LGA",2013-05-12,68
"12811",71.06,"EWR",2013-04-17,71.06
"12812",51.08,"JFK",2013-11-16,51.08
"12813",44.96,"LGA",2013-03-24,44.96
"12814",44.96,"JFK",2013-12-29,44.96
"12815",37.94,"LGA",2013-12-09,37.94
"12816",64.94,"JFK",2013-09-09,64.94
"12817",46.04,"JFK",2013-12-28,46.04
"12818",42.08,"JFK",2013-02-14,42.08
"12819",60.98,"EWR",2013-10-14,60.98
"12820",51.98,"EWR",2013-02-13,51.98
"12821",30.02,"JFK",2013-02-10,30.02
"12822",53.06,"JFK",2013-04-16,53.06
"12823",91.94,"LGA",2013-05-31,91.94
"12824",71.96,"JFK",2013-08-06,71.96
"12825",78.98,"JFK",2013-07-15,78.98
"12826",55.94,"JFK",2013-10-24,55.94
"12827",59,"LGA",2013-10-15,59
"12828",32,"JFK",2013-12-08,32
"12829",62.96,"EWR",2013-05-26,62.96
"12830",24.98,"EWR",2013-02-01,24.98
"12831",93.02,"LGA",2013-07-16,93.02
"12832",26.06,"EWR",2013-01-21,26.06
"12833",30.92,"EWR",2013-02-09,30.92
"12834",77,"EWR",2013-07-22,77
"12835",30.92,"EWR",2013-01-08,30.92
"12836",24.08,"EWR",2013-12-16,24.08
"12837",66.92,"LGA",2013-09-19,66.92
"12838",35.06,"LGA",2013-04-03,35.06
"12839",60.8,"EWR",2013-05-08,60.8
"12840",66.92,"EWR",2013-09-14,66.92
"12841",82.04,"JFK",2013-08-04,82.04
"12842",60.08,"EWR",2013-12-23,60.08
"12843",62.96,"LGA",2013-09-18,62.96
"12844",42.98,"JFK",2013-03-27,42.98
"12845",75.92,"JFK",2013-05-21,75.92
"12846",84.02,"LGA",2013-07-04,84.02
"12847",37.94,"LGA",2013-12-19,37.94
"12848",33.08,"EWR",2013-02-07,33.08
"12849",66.02,"JFK",2013-08-17,66.02
"12850",28.94,"EWR",2013-03-04,28.94
"12851",73.94,"EWR",2013-06-12,73.94
"12852",51.98,"LGA",2013-03-31,51.98
"12853",48.02,"EWR",2013-04-22,48.02
"12854",62.06,"LGA",2013-10-08,62.06
"12855",41,"LGA",2013-11-20,41
"12856",26.06,"JFK",2013-02-21,26.06
"12857",44.96,"JFK",2013-01-19,44.96
"12858",44.06,"EWR",2013-12-02,44.06
"12859",82.4,"LGA",2013-09-01,82.4
"12860",42.98,"JFK",2013-04-03,42.98
"12861",60.08,"LGA",2013-09-09,60.08
"12862",87.98,"JFK",2013-06-24,87.98
"12863",39.92,"JFK",2013-03-11,39.92
"12864",75.92,"JFK",2013-08-19,75.92
"12865",75.02,"EWR",2013-07-23,75.02
"12866",71.96,"EWR",2013-09-18,71.96
"12867",93.02,"EWR",2013-06-25,93.02
"12868",62.96,"EWR",2013-04-30,62.96
"12869",26.96,"LGA",2013-12-25,26.96
"12870",87.08,"LGA",2013-05-31,87.08
"12871",17.06,"EWR",2013-02-18,17.06
"12872",48.02,"EWR",2013-11-15,48.02
"12873",71.6,"JFK",2013-08-01,71.6
"12874",46.94,"LGA",2013-03-28,46.94
"12875",35.6,"JFK",2013-03-25,35.6
"12876",75.02,"JFK",2013-08-13,75.02
"12877",30.92,"EWR",2013-12-13,30.92
"12878",75.02,"LGA",2013-08-04,75.02
"12879",57.92,"JFK",2013-04-20,57.92
"12880",69.08,"EWR",2013-10-18,69.08
"12881",53.06,"JFK",2013-11-16,53.06
"12882",68,"LGA",2013-08-06,68
"12883",46.94,"LGA",2013-01-13,46.94
"12884",41,"EWR",2013-02-26,41
"12885",35.96,"EWR",2013-11-25,35.96
"12886",39.02,"EWR",2013-02-13,39.02
"12887",62.96,"EWR",2013-06-06,62.96
"12888",96.98,"EWR",2013-07-15,96.98
"12889",42.98,"JFK",2013-03-20,42.98
"12890",41,"EWR",2013-11-11,41
"12891",24.98,"EWR",2013-02-18,24.98
"12892",55.04,"EWR",2013-04-29,55.04
"12893",87.98,"EWR",2013-08-27,87.98
"12894",55.94,"JFK",2013-09-29,55.94
"12895",62.96,"JFK",2013-04-28,62.96
"12896",75.92,"JFK",2013-07-30,75.92
"12897",82.04,"EWR",2013-08-25,82.04
"12898",62.06,"EWR",2013-05-01,62.06
"12899",50,"EWR",2013-11-15,50
"12900",78.08,"LGA",2013-07-03,78.08
"12901",48.02,"JFK",2013-01-10,48.02
"12902",89.06,"EWR",2013-06-26,89.06
"12903",75.92,"LGA",2013-07-03,75.92
"12904",44.96,"JFK",2013-01-12,44.96
"12905",44.6,"JFK",2013-01-11,44.6
"12906",50,"LGA",2013-11-21,50
"12907",57.2,"EWR",2013-05-09,57.2
"12908",32,"EWR",2013-02-01,32
"12909",86,"LGA",2013-07-23,86
"12910",73.04,"JFK",2013-08-13,73.04
"12911",64.94,"EWR",2013-05-07,64.94
"12912",75.02,"JFK",2013-06-21,75.02
"12913",42.08,"EWR",2013-02-25,42.08
"12914",77,"LGA",2013-08-05,77
"12915",60.08,"EWR",2013-04-25,60.08
"12916",69.98,"EWR",2013-08-20,69.98
"12917",73.04,"LGA",2013-08-29,73.04
"12918",60.08,"LGA",2013-04-28,60.08
"12919",73.94,"JFK",2013-08-24,73.94
"12920",37.94,"LGA",2013-02-23,37.94
"12921",82.04,"JFK",2013-08-04,82.04
"12922",42.98,"JFK",2013-04-12,42.98
"12923",37.04,"JFK",2013-01-15,37.04
"12924",64.94,"JFK",2013-06-10,64.94
"12925",42.98,"LGA",2013-11-21,42.98
"12926",53.96,"JFK",2013-12-06,53.96
"12927",80.96,"LGA",2013-07-10,80.96
"12928",39.02,"LGA",2013-12-28,39.02
"12929",87.08,"EWR",2013-07-21,87.08
"12930",33.98,"EWR",2013-01-09,33.98
"12931",71.06,"JFK",2013-05-17,71.06
"12932",73.04,"JFK",2013-08-27,73.04
"12933",46.04,"LGA",2013-01-20,46.04
"12934",59,"LGA",2013-04-16,59
"12935",39.92,"LGA",2013-02-27,39.92
"12936",64.04,"JFK",2013-09-27,64.04
"12937",66.92,"JFK",2013-08-24,66.92
"12938",60.08,"EWR",2013-04-14,60.08
"12939",32,"EWR",2013-11-20,32
"12940",78.98,"LGA",2013-09-04,78.98
"12941",35.96,"LGA",2013-02-18,35.96
"12942",64.94,"LGA",2013-05-06,64.94
"12943",59,"EWR",2013-03-30,59
"12944",37.94,"EWR",2013-03-30,37.94
"12945",93.02,"JFK",2013-07-17,93.02
"12946",69.08,"LGA",2013-04-10,69.08
"12947",44.96,"JFK",2013-12-06,44.96
"12948",84.02,"JFK",2013-07-19,84.02
"12949",37.94,"LGA",2013-01-04,37.94
"12950",64.04,"JFK",2013-09-16,64.04
"12951",53.06,"EWR",2013-04-09,53.06
"12952",62.96,"EWR",2013-10-19,62.96
"12953",32,"LGA",2013-01-28,32
"12954",96.08,"JFK",2013-07-18,96.08
"12955",35.6,"LGA",2013-12-15,35.6
"12956",71.6,"EWR",2013-08-13,71.6
"12957",35.06,"JFK",2013-02-16,35.06
"12958",78.98,"JFK",2013-06-29,78.98
"12959",50,"EWR",2013-03-28,50
"12960",75.92,"JFK",2013-06-12,75.92
"12961",64.04,"LGA",2013-06-04,64.04
"12962",37.94,"JFK",2013-03-25,37.94
"12963",66.92,"EWR",2013-10-06,66.92
"12964",84.92,"LGA",2013-07-16,84.92
"12965",66.92,"JFK",2013-06-03,66.92
"12966",39.92,"EWR",2013-11-08,39.92
"12967",28.94,"EWR",2013-12-16,28.94
"12968",62.96,"JFK",2013-10-10,62.96
"12969",75.92,"JFK",2013-07-01,75.92
"12970",68,"JFK",2013-04-10,68
"12971",39.92,"EWR",2013-03-06,39.92
"12972",55.94,"LGA",2013-05-09,55.94
"12973",71.96,"EWR",2013-09-30,71.96
"12974",80.06,"LGA",2013-06-11,80.06
"12975",62.06,"EWR",2013-10-17,62.06
"12976",91.04,"EWR",2013-06-01,91.04
"12977",71.96,"EWR",2013-09-18,71.96
"12978",62.96,"EWR",2013-05-29,62.96
"12979",42.98,"EWR",2013-03-01,42.98
"12980",37.04,"LGA",2013-03-07,37.04
"12981",33.08,"LGA",2013-12-08,33.08
"12982",39.92,"LGA",2013-11-14,39.92
"12983",37.94,"JFK",2013-11-12,37.94
"12984",75.02,"JFK",2013-08-03,75.02
"12985",78.98,"LGA",2013-09-02,78.98
"12986",30.02,"LGA",2013-02-05,30.02
"12987",75.92,"EWR",2013-06-08,75.92
"12988",78.8,"EWR",2013-05-22,78.8
"12989",23,"EWR",2013-01-22,23
"12990",75.92,"JFK",2013-09-11,75.92
"12991",66.92,"EWR",2013-08-26,66.92
"12992",84.02,"EWR",2013-08-10,84.02
"12993",80.06,"LGA",2013-08-30,80.06
"12994",53.96,"EWR",2013-12-21,53.96
"12995",51.8,"EWR",2013-11-22,51.8
"12996",15.08,"LGA",2013-01-24,15.08
"12997",77,"LGA",2013-09-05,77
"12998",62.96,"EWR",2013-09-16,62.96
"12999",69.98,"EWR",2013-10-06,69.98
"13000",53.96,"LGA",2013-05-04,53.96
"13001",48.92,"JFK",2013-03-26,48.92
